order_id,order_date,product,revenue,quantity
ORD200014,2023-03-27 00:00:00,Tablet,393.33,2
ORD200940,2023-03-27 00:00:00,Printer,305.32,4
ORD200271,2023-03-28 00:00:00,Monitor,542.07,1
ORD200132,2023-03-28 00:00:00,Tablet,450.75,4
ORD201010,2023-03-31 00:00:00,Monitor,659.57,3
ORD200451,2023-04-01 00:00:00,Monitor,183.18,1
ORD201143,2023-04-03 00:00:00,Chair,381.61,1
ORD201183,2023-04-05 00:00:00,Desk,281.52,1
ORD200250,2023-04-05 00:00:00,Desk,42.95,3
ORD200763,2023-04-06 00:00:00,Laptop,569.96,1
ORD200499,2023-04-06 00:00:00,Printer,539.46,3
ORD201168,2023-04-08 00:00:00,Laptop,331.42,2
ORD200718,2023-04-08 00:00:00,Laptop,64.74,4
ORD200402,2023-04-09 00:00:00,Printer,337.38,5
ORD200139,2023-04-10 00:00:00,Phone,583.9,1
ORD200317,2023-04-10 00:00:00,Monitor,139.95,2
ORD200120,2023-04-11 00:00:00,Tablet,629.34,4
ORD200424,2023-04-12 00:00:00,Chair,22.94,5
ORD201123,2023-04-14 00:00:00,Tablet,554.25,3
ORD200331,2023-04-15 00:00:00,Printer,422.13,3
ORD200799,2023-04-16 00:00:00,Laptop,328.56,4
ORD200514,2023-04-16 00:00:00,Printer,304.15,3
ORD200213,2023-04-20 00:00:00,Laptop,634.4,1
ORD201032,2023-04-20 00:00:00,Chair,618.68,1
ORD201158,2023-04-20 00:00:00,Monitor,27.42,4
ORD201081,2023-04-21 00:00:00,Monitor,425.6,4
ORD200611,2023-04-21 00:00:00,Desk,305.17,1
ORD200714,2023-04-21 00:00:00,Laptop,51.73,1
ORD200340,2023-04-23 00:00:00,Laptop,521.25,5
ORD200481,2023-04-23 00:00:00,Laptop,484.85,4
ORD201103,2023-04-24 00:00:00,Laptop,276.32,4
ORD201177,2023-04-27 00:00:00,Printer,127.55,1
ORD200778,2023-04-28 00:00:00,Laptop,246.85,4
ORD200218,2023-04-28 00:00:00,Tablet,112.46,3
ORD200386,2023-04-28 00:00:00,Tablet,93.02,1
ORD200865,2023-04-30 00:00:00,Monitor,677.37,4
ORD201026,2023-05-01 00:00:00,Monitor,677.48,1
ORD200032,2023-05-01 00:00:00,Tablet,536.72,5
ORD200368,2023-05-01 00:00:00,Monitor,271.02,3
ORD200632,2023-05-02 00:00:00,Laptop,678.16,5
ORD200665,2023-05-02 00:00:00,Tablet,231.26,4
ORD200801,2023-05-03 00:00:00,Printer,595.62,4
ORD200864,2023-05-03 00:00:00,Desk,491.11,1
ORD200667,2023-05-03 00:00:00,Laptop,466.42,1
ORD200073,2023-05-03 00:00:00,Monitor,433.45,4
ORD200222,2023-05-04 00:00:00,Chair,693.36,4
ORD200290,2023-05-05 00:00:00,Chair,99.9,3
ORD200356,2023-05-06 00:00:00,Printer,374.58,5
ORD201111,2023-05-06 00:00:00,Monitor,234.45,4
ORD201076,2023-05-08 00:00:00,Laptop,686.61,4
ORD200020,2023-05-08 00:00:00,Chair,62.51,5
ORD200672,2023-05-09 00:00:00,Phone,624.16,2
ORD201124,2023-05-09 00:00:00,Chair,576.87,4
ORD200242,2023-05-09 00:00:00,Printer,219.1,2
ORD200301,2023-05-11 00:00:00,Chair,583.99,1
ORD200069,2023-05-11 00:00:00,Monitor,478.65,3
ORD200007,2023-05-12 00:00:00,Monitor,149.55,5
ORD200958,2023-05-13 00:00:00,Desk,158.66,3
ORD200565,2023-05-14 00:00:00,Tablet,307.98,5
ORD200241,2023-05-16 00:00:00,Chair,615.67,5
ORD200302,2023-05-16 00:00:00,Chair,468.74,3
ORD200903,2023-05-17 00:00:00,Monitor,473.49,3
ORD200260,2023-05-17 00:00:00,Monitor,407.79,2
ORD200228,2023-05-17 00:00:00,Chair,385.92,4
ORD200650,2023-05-18 00:00:00,Desk,372.23,2
ORD200551,2023-05-18 00:00:00,Laptop,120.98,1
ORD200975,2023-05-18 00:00:00,Desk,105.92,1
ORD200232,2023-05-19 00:00:00,Printer,444.44,4
ORD200998,2023-05-19 00:00:00,Phone,183.67,2
ORD200502,2023-05-20 00:00:00,Monitor,565.25,3
ORD201085,2023-05-21 00:00:00,Printer,646.69,2
ORD200056,2023-05-21 00:00:00,Tablet,479.21,3
ORD200894,2023-05-23 00:00:00,Tablet,575.01,3
ORD200827,2023-05-25 00:00:00,Tablet,639.88,2
ORD200855,2023-05-25 00:00:00,Monitor,240.61,5
ORD200463,2023-05-26 00:00:00,Laptop,662.78,5
ORD200070,2023-05-26 00:00:00,Desk,629.21,1
ORD200600,2023-05-26 00:00:00,Printer,72.31,1
ORD200820,2023-05-27 00:00:00,Phone,623.81,5
ORD200435,2023-05-27 00:00:00,Printer,414.47,1
ORD200167,2023-05-27 00:00:00,Chair,384.14,2
ORD201121,2023-05-28 00:00:00,Phone,50.34,3
ORD200337,2023-05-29 00:00:00,Tablet,502.77,3
ORD200979,2023-05-31 00:00:00,Monitor,669.06,3
ORD200810,2023-05-31 00:00:00,Tablet,553.56,1
ORD200878,2023-06-01 00:00:00,Desk,330.69,2
ORD200612,2023-06-02 00:00:00,Chair,445.12,3
ORD200761,2023-06-02 00:00:00,Desk,37.76,4
ORD200350,2023-06-03 00:00:00,Chair,54.41,2
ORD200704,2023-06-03 00:00:00,Desk,30.27,4
ORD200270,2023-06-04 00:00:00,Printer,309.91,4
ORD200579,2023-06-04 00:00:00,Tablet,187.88,2
ORD200422,2023-06-05 00:00:00,Phone,206.6,4
ORD200033,2023-06-05 00:00:00,Chair,162.77,1
ORD201067,2023-06-06 00:00:00,Phone,316.2,2
ORD201122,2023-06-07 00:00:00,Monitor,678.19,5
ORD200430,2023-06-07 00:00:00,Phone,450.07,1
ORD200575,2023-06-07 00:00:00,Chair,448.15,5
ORD200381,2023-06-07 00:00:00,Chair,191.76,1
ORD200081,2023-06-08 00:00:00,Monitor,394.3,2
ORD200359,2023-06-09 00:00:00,Desk,606.57,4
ORD201093,2023-06-09 00:00:00,Phone,197.36,4
ORD201199,2023-06-11 00:00:00,Tablet,560.58,4
ORD200259,2023-06-11 00:00:00,Chair,435.12,4
ORD200505,2023-06-11 00:00:00,Printer,434.97,2
ORD201129,2023-06-11 00:00:00,Chair,418.71,4
ORD200596,2023-06-12 00:00:00,Desk,606.41,3
ORD200587,2023-06-12 00:00:00,Monitor,514.6,5
ORD200654,2023-06-12 00:00:00,Tablet,382.37,3
ORD200755,2023-06-13 00:00:00,Desk,336.71,3
ORD200671,2023-06-15 00:00:00,Chair,50.74,5
ORD200623,2023-06-16 00:00:00,Printer,396.0,3
ORD200792,2023-06-16 00:00:00,Desk,356.35,2
ORD200480,2023-06-16 00:00:00,Chair,335.1,1
ORD201098,2023-06-17 00:00:00,Monitor,255.86,4
ORD200201,2023-06-18 00:00:00,Monitor,674.9,2
ORD200212,2023-06-20 00:00:00,Monitor,265.38,1
ORD201000,2023-06-21 00:00:00,Printer,260.93,5
ORD201047,2023-06-23 00:00:00,Chair,540.34,4
ORD200630,2023-06-23 00:00:00,Monitor,248.84,5
ORD200074,2023-06-24 00:00:00,Phone,90.87,5
ORD200456,2023-06-26 00:00:00,Desk,62.81,5
ORD200080,2023-06-27 00:00:00,Phone,589.56,3
ORD200362,2023-06-27 00:00:00,Monitor,206.84,4
ORD201094,2023-06-28 00:00:00,Printer,648.91,4
ORD200409,2023-06-28 00:00:00,Desk,84.13,5
ORD200325,2023-06-29 00:00:00,Desk,361.39,3
ORD200557,2023-06-29 00:00:00,Tablet,56.2,1
ORD200599,2023-06-30 00:00:00,Chair,556.99,3
ORD200031,2023-06-30 00:00:00,Chair,500.08,3
ORD200307,2023-07-01 00:00:00,Laptop,557.41,3
ORD200248,2023-07-02 00:00:00,Laptop,670.54,1
ORD200696,2023-07-02 00:00:00,Chair,151.2,4
ORD200394,2023-07-05 00:00:00,Desk,529.55,5
ORD200189,2023-07-05 00:00:00,Printer,429.45,5
ORD200507,2023-07-05 00:00:00,Phone,171.59,1
ORD200769,2023-07-06 00:00:00,Printer,678.55,4
ORD200123,2023-07-06 00:00:00,Desk,278.04,3
ORD200629,2023-07-07 00:00:00,Phone,19.73,3
ORD200357,2023-07-08 00:00:00,Laptop,408.56,5
ORD201018,2023-07-08 00:00:00,Laptop,182.48,3
ORD200313,2023-07-09 00:00:00,Chair,434.3,2
ORD200872,2023-07-10 00:00:00,Chair,629.34,4
ORD200354,2023-07-11 00:00:00,Phone,693.41,1
ORD200938,2023-07-12 00:00:00,Chair,331.46,3
ORD200498,2023-07-12 00:00:00,Tablet,132.56,4
ORD200240,2023-07-12 00:00:00,Tablet,17.24,1
ORD201197,2023-07-13 00:00:00,Tablet,436.84,2
ORD200390,2023-07-14 00:00:00,Printer,508.69,5
ORD201165,2023-07-14 00:00:00,Chair,223.79,3
ORD200015,2023-07-17 00:00:00,Printer,473.96,1
ORD200941,2023-07-17 00:00:00,Printer,111.7,5
ORD200416,2023-07-18 00:00:00,Laptop,644.05,2
ORD200466,2023-07-18 00:00:00,Phone,432.47,1
ORD200220,2023-07-18 00:00:00,Laptop,373.17,2
ORD201156,2023-07-19 00:00:00,Laptop,690.78,4
ORD200494,2023-07-19 00:00:00,Laptop,505.79,3
ORD200047,2023-07-19 00:00:00,Desk,209.94,2
ORD200154,2023-07-20 00:00:00,Phone,408.21,4
ORD200247,2023-07-20 00:00:00,Printer,220.9,2
ORD200193,2023-07-21 00:00:00,Printer,46.66,1
ORD200682,2023-07-23 00:00:00,Monitor,509.42,3
ORD200452,2023-07-23 00:00:00,Printer,75.78,1
ORD200921,2023-07-24 00:00:00,Tablet,438.93,1
ORD200759,2023-07-24 00:00:00,Desk,308.01,3
ORD200327,2023-07-25 00:00:00,Phone,359.99,1
ORD200506,2023-07-25 00:00:00,Monitor,43.67,2
ORD200289,2023-07-26 00:00:00,Chair,160.49,4
ORD200281,2023-07-27 00:00:00,Desk,654.79,4
ORD201181,2023-07-27 00:00:00,Desk,158.74,3
ORD200162,2023-07-27 00:00:00,Chair,65.86,3
ORD200785,2023-07-29 00:00:00,Chair,176.1,1
ORD201166,2023-07-31 00:00:00,Chair,324.47,3
ORD200050,2023-07-31 00:00:00,Tablet,179.22,1
ORD200485,2023-08-01 00:00:00,Chair,404.79,3
ORD200593,2023-08-02 00:00:00,Monitor,489.8,1
ORD201170,2023-08-03 00:00:00,Printer,697.19,2
ORD200875,2023-08-03 00:00:00,Laptop,133.39,5
ORD200144,2023-08-04 00:00:00,Desk,219.78,5
ORD200135,2023-08-04 00:00:00,Printer,68.81,2
ORD200177,2023-08-05 00:00:00,Chair,431.69,5
ORD200627,2023-08-06 00:00:00,Chair,498.68,3
ORD200541,2023-08-07 00:00:00,Printer,456.06,5
ORD200321,2023-08-09 00:00:00,Phone,152.29,4
ORD200127,2023-08-10 00:00:00,Desk,469.32,3
ORD200215,2023-08-10 00:00:00,Printer,303.6,1
ORD200192,2023-08-11 00:00:00,Desk,645.46,1
ORD200890,2023-08-11 00:00:00,Laptop,439.53,3
ORD200268,2023-08-11 00:00:00,Phone,423.88,2
ORD200407,2023-08-13 00:00:00,Tablet,547.32,4
ORD201155,2023-08-13 00:00:00,Printer,534.57,4
ORD201176,2023-08-13 00:00:00,Tablet,213.83,2
ORD200171,2023-08-15 00:00:00,Tablet,148.22,2
ORD200789,2023-08-17 00:00:00,Tablet,691.28,5
ORD201128,2023-08-17 00:00:00,Monitor,646.79,3
ORD201100,2023-08-17 00:00:00,Laptop,38.11,5
ORD200547,2023-08-20 00:00:00,Phone,613.98,1
ORD200858,2023-08-20 00:00:00,Tablet,435.66,5
ORD200803,2023-08-20 00:00:00,Monitor,397.81,5
ORD200964,2023-08-20 00:00:00,Phone,364.42,5
ORD200040,2023-08-20 00:00:00,Desk,344.02,2
ORD200945,2023-08-20 00:00:00,Tablet,276.44,5
ORD201050,2023-08-20 00:00:00,Laptop,69.7,5
ORD200585,2023-08-20 00:00:00,Tablet,67.08,4
ORD201092,2023-08-21 00:00:00,Laptop,209.2,5
ORD200776,2023-08-21 00:00:00,Tablet,21.19,1
ORD200083,2023-08-22 00:00:00,Laptop,540.41,4
ORD200062,2023-08-22 00:00:00,Desk,43.15,2
ORD200553,2023-08-23 00:00:00,Phone,333.83,2
ORD201062,2023-08-23 00:00:00,Chair,85.52,5
ORD200786,2023-08-23 00:00:00,Chair,45.31,5
ORD200376,2023-08-24 00:00:00,Monitor,201.22,5
ORD200839,2023-08-24 00:00:00,Chair,197.97,3
ORD200433,2023-08-26 00:00:00,Monitor,631.64,3
ORD200048,2023-08-26 00:00:00,Monitor,80.77,2
ORD200680,2023-08-27 00:00:00,Monitor,463.39,3
ORD200197,2023-08-27 00:00:00,Laptop,221.51,5
ORD201171,2023-08-28 00:00:00,Phone,518.4,4
ORD200084,2023-08-28 00:00:00,Monitor,165.49,2
ORD200824,2023-08-29 00:00:00,Monitor,481.1,3
ORD200689,2023-08-29 00:00:00,Tablet,444.84,2
ORD200209,2023-08-29 00:00:00,Tablet,187.97,5
ORD200013,2023-08-30 00:00:00,Laptop,201.49,3
ORD200352,2023-08-31 00:00:00,Chair,173.96,5
ORD200503,2023-08-31 00:00:00,Tablet,136.84,3
ORD200806,2023-09-01 00:00:00,Chair,253.75,5
ORD201009,2023-09-02 00:00:00,Tablet,176.46,2
ORD200768,2023-09-04 00:00:00,Tablet,653.46,5
ORD200432,2023-09-04 00:00:00,Tablet,424.32,2
ORD200448,2023-09-04 00:00:00,Laptop,160.0,2
ORD200204,2023-09-05 00:00:00,Laptop,413.71,4
ORD200489,2023-09-05 00:00:00,Tablet,149.34,3
ORD200142,2023-09-06 00:00:00,Desk,272.77,5
ORD200947,2023-09-07 00:00:00,Phone,465.66,4
ORD200106,2023-09-08 00:00:00,Desk,465.05,3
ORD201058,2023-09-08 00:00:00,Desk,412.14,2
ORD200729,2023-09-08 00:00:00,Phone,186.41,4
ORD200590,2023-09-10 00:00:00,Printer,461.13,2
ORD201052,2023-09-11 00:00:00,Tablet,531.74,1
ORD200687,2023-09-13 00:00:00,Tablet,332.09,1
ORD200109,2023-09-17 00:00:00,Desk,592.87,3
ORD200090,2023-09-18 00:00:00,Chair,182.08,4
ORD200272,2023-09-19 00:00:00,Chair,399.32,2
ORD200720,2023-09-21 00:00:00,Desk,128.95,5
ORD200224,2023-09-23 00:00:00,Printer,91.46,4
ORD200625,2023-09-24 00:00:00,Tablet,672.89,1
ORD201136,2023-09-24 00:00:00,Tablet,668.33,3
ORD200075,2023-09-26 00:00:00,Tablet,398.17,3
ORD200974,2023-09-27 00:00:00,Desk,266.78,5
ORD201184,2023-09-27 00:00:00,Laptop,204.08,1
ORD200397,2023-09-28 00:00:00,Monitor,427.06,1
ORD200942,2023-09-29 00:00:00,Tablet,479.76,1
ORD200470,2023-09-29 00:00:00,Tablet,263.62,4
ORD200552,2023-09-30 00:00:00,Chair,425.18,4
ORD200694,2023-10-02 00:00:00,Printer,666.52,4
ORD200316,2023-10-02 00:00:00,Desk,275.28,4
ORD201030,2023-10-02 00:00:00,Phone,245.28,4
ORD200601,2023-10-02 00:00:00,Monitor,24.82,5
ORD200309,2023-10-03 00:00:00,Chair,549.76,4
ORD200314,2023-10-04 00:00:00,Desk,153.09,4
ORD200817,2023-10-05 00:00:00,Chair,598.19,4
ORD200636,2023-10-05 00:00:00,Laptop,371.07,4
ORD200562,2023-10-06 00:00:00,Laptop,663.93,3
ORD201082,2023-10-06 00:00:00,Chair,573.22,3
ORD200765,2023-10-06 00:00:00,Laptop,534.91,2
ORD201188,2023-10-07 00:00:00,Printer,371.29,2
ORD200049,2023-10-07 00:00:00,Printer,30.44,1
ORD200413,2023-10-08 00:00:00,Tablet,118.8,1
ORD200845,2023-10-08 00:00:00,Phone,107.36,3
ORD200118,2023-10-09 00:00:00,Printer,502.71,5
ORD200686,2023-10-09 00:00:00,Desk,53.6,3
ORD201112,2023-10-13 00:00:00,Desk,356.81,1
ORD201116,2023-10-14 00:00:00,Printer,531.49,2
ORD200980,2023-10-14 00:00:00,Chair,69.65,3
ORD200638,2023-10-15 00:00:00,Tablet,578.27,4
ORD200421,2023-10-15 00:00:00,Chair,288.21,2
ORD200003,2023-10-15 00:00:00,Chair,273.19,1
ORD200853,2023-10-16 00:00:00,Printer,490.01,3
ORD201125,2023-10-16 00:00:00,Desk,408.36,4
ORD200717,2023-10-16 00:00:00,Chair,122.11,3
ORD201161,2023-10-16 00:00:00,Phone,11.39,1
ORD201167,2023-10-17 00:00:00,Printer,92.87,2
ORD200446,2023-10-18 00:00:00,Laptop,509.58,5
ORD200279,2023-10-20 00:00:00,Chair,55.01,3
ORD200621,2023-10-22 00:00:00,Phone,476.01,5
ORD200434,2023-10-22 00:00:00,Printer,327.68,5
ORD201021,2023-10-23 00:00:00,Phone,315.27,3
ORD201055,2023-10-23 00:00:00,Monitor,274.82,4
ORD200005,2023-10-23 00:00:00,Phone,245.86,2
ORD200417,2023-10-24 00:00:00,Laptop,55.41,5
ORD200492,2023-10-25 00:00:00,Laptop,606.52,5
ORD200886,2023-10-25 00:00:00,Phone,460.13,1
ORD200524,2023-10-25 00:00:00,Phone,153.0,1
ORD200646,2023-10-27 00:00:00,Chair,498.51,4
ORD200129,2023-10-27 00:00:00,Laptop,263.93,4
ORD200550,2023-10-29 00:00:00,Laptop,228.91,4
ORD201065,2023-10-30 00:00:00,Printer,666.8,5
ORD200874,2023-10-31 00:00:00,Chair,488.9,2
ORD200159,2023-10-31 00:00:00,Printer,299.35,1
ORD201180,2023-10-31 00:00:00,Chair,298.36,4
ORD200385,2023-10-31 00:00:00,Chair,191.63,5
ORD200788,2023-11-02 00:00:00,Chair,601.43,2
ORD200227,2023-11-02 00:00:00,Monitor,365.17,2
ORD200275,2023-11-04 00:00:00,Chair,65.07,2
ORD200231,2023-11-05 00:00:00,Phone,41.9,4
ORD200811,2023-11-05 00:00:00,Laptop,28.55,2
ORD200338,2023-11-08 00:00:00,Phone,305.49,5
ORD201152,2023-11-09 00:00:00,Tablet,344.18,2
ORD200895,2023-11-09 00:00:00,Chair,154.64,3
ORD200949,2023-11-09 00:00:00,Desk,110.38,5
ORD200891,2023-11-11 00:00:00,Monitor,654.54,3
ORD200572,2023-11-11 00:00:00,Printer,70.32,1
ORD201035,2023-11-12 00:00:00,Laptop,506.11,4
ORD200699,2023-11-13 00:00:00,Laptop,614.15,3
ORD200580,2023-11-14 00:00:00,Monitor,255.99,2
ORD200542,2023-11-14 00:00:00,Tablet,17.98,1
ORD201040,2023-11-15 00:00:00,Tablet,536.07,1
ORD200644,2023-11-15 00:00:00,Chair,366.23,2
ORD200474,2023-11-15 00:00:00,Printer,229.34,3
ORD200141,2023-11-18 00:00:00,Printer,684.14,3
ORD201186,2023-11-18 00:00:00,Monitor,163.32,1
ORD200995,2023-11-18 00:00:00,Monitor,113.29,2
ORD200990,2023-11-19 00:00:00,Phone,418.26,2
ORD201194,2023-11-19 00:00:00,Printer,189.44,3
ORD200009,2023-11-21 00:00:00,Desk,509.38,4
ORD200028,2023-11-21 00:00:00,Phone,160.07,4
ORD200905,2023-11-23 00:00:00,Laptop,442.39,1
ORD200935,2023-11-24 00:00:00,Phone,692.71,3
ORD200287,2023-11-24 00:00:00,Chair,655.18,4
ORD200364,2023-11-24 00:00:00,Phone,628.74,5
ORD200269,2023-11-25 00:00:00,Tablet,663.67,4
ORD200101,2023-11-25 00:00:00,Printer,381.02,1
ORD200305,2023-11-25 00:00:00,Laptop,126.89,4
ORD200469,2023-11-26 00:00:00,Chair,676.98,5
ORD200981,2023-11-26 00:00:00,Phone,136.83,4
ORD200997,2023-11-27 00:00:00,Laptop,444.75,3
ORD200115,2023-11-27 00:00:00,Phone,374.99,5
ORD201174,2023-11-27 00:00:00,Printer,222.34,3
ORD201054,2023-11-29 00:00:00,Printer,660.66,1
ORD201088,2023-11-30 00:00:00,Desk,491.43,3
ORD200349,2023-11-30 00:00:00,Chair,465.33,1
ORD200121,2023-11-30 00:00:00,Desk,410.78,1
ORD200779,2023-12-01 00:00:00,Phone,588.74,3
ORD200151,2023-12-01 00:00:00,Printer,444.76,5
ORD200396,2023-12-01 00:00:00,Tablet,287.13,5
ORD200319,2023-12-02 00:00:00,Laptop,563.06,2
ORD200862,2023-12-02 00:00:00,Desk,120.82,3
ORD200525,2023-12-03 00:00:00,Monitor,668.48,1
ORD200733,2023-12-04 00:00:00,Tablet,494.84,4
ORD200041,2023-12-05 00:00:00,Monitor,611.45,3
ORD200345,2023-12-07 00:00:00,Tablet,501.26,5
ORD200186,2023-12-07 00:00:00,Phone,133.55,2
